ID_Cliente,Data_Adesao,Plano,Valor_Mensal,Logins_Mensais,Tickets_Suporte,Metodo_Pagamento,Meses_Permanencia,Churn,LTV
CUST-04953,2025-05-07,Basic,29.9,30,0,Pix,14,0,418.6
CUST-04954,2025-11-13,Enterprise,249.9,0,8,Boleto,1,1,249.9
CUST-04955,2025-06-10,Basic,29.9,30,6,Pix,15,0,448.5
CUST-04956,2025-03-01,Pro,79.9,11,9,Pix,7,1,559.3
CUST-04957,2024-05-25,Enterprise,249.9,29,3,Cartão de Crédito,18,0,4498.2
CUST-04958,2024-04-08,Enterprise,249.9,6,2,Boleto,4,1,999.6
CUST-04959,2024-11-08,Pro,79.9,3,8,Cartão de Crédito,3,1,239.7
CUST-04960,2024-10-30,Basic,29.9,6,9,Pix,18,0,538.2
CUST-04961,2025-06-07,Pro,79.9,28,4,Boleto,23,0,1837.7
CUST-04962,2025-03-07,Enterprise,249.9,19,6,Boleto,23,0,5747.7
CUST-04963,2025-11-10,Basic,29.9,7,3,Boleto,22,0,657.8
CUST-04964,2025-01-27,Enterprise,249.9,17,10,Pix,23,0,5747.7
CUST-04965,2024-03-22,Enterprise,249.9,20,10,Boleto,13,0,3248.7
CUST-04966,2025-01-20,Basic,29.9,1,7,Cartão de Crédito,8,1,239.2
CUST-04967,2024-03-13,Pro,79.9,3,9,Cartão de Crédito,9,1,719.1
CUST-04968,2025-04-01,Enterprise,249.9,23,10,Boleto,1,1,249.9
CUST-04969,2025-08-02,Pro,79.9,25,4,Pix,14,0,1118.6
CUST-04970,2024-07-10,Basic,29.9,20,6,Pix,1,1,29.9
CUST-04971,2024-02-04,Pro,79.9,7,1,Boleto,20,0,1598.0
CUST-04972,2024-07-15,Enterprise,249.9,1,3,Boleto,13,0,3248.7
CUST-04973,2025-10-27,Basic,29.9,15,2,Cartão de Crédito,14,0,418.6
CUST-04974,2024-10-10,Pro,79.9,10,6,Boleto,13,0,1038.7
CUST-04975,2025-09-22,Enterprise,249.9,24,3,Pix,19,0,4748.1
CUST-04976,2025-03-01,Basic,29.9,0,6,Cartão de Crédito,11,1,328.9
CUST-04977,2024-02-14,Pro,79.9,9,6,Boleto,17,0,1358.3
CUST-04978,2024-06-14,Basic,29.9,5,4,Pix,19,0,568.1
CUST-04979,2025-01-08,Basic,29.9,24,2,Cartão de Crédito,17,0,508.3
CUST-04980,2025-10-23,Enterprise,249.9,14,10,Boleto,17,0,4248.3
CUST-04981,2024-11-20,Basic,29.9,30,8,Boleto,13,0,388.7
CUST-04982,2025-11-01,Basic,29.9,27,5,Pix,15,0,448.5
CUST-04983,2024-03-05,Enterprise,249.9,9,10,Boleto,16,0,3998.4
CUST-04984,2024-08-08,Enterprise,249.9,16,9,Boleto,16,0,3998.4
CUST-04985,2024-08-28,Basic,29.9,2,5,Boleto,20,0,598.0
CUST-04986,2025-08-12,Basic,29.9,18,7,Pix,22,0,657.8
CUST-04987,2025-04-23,Basic,29.9,0,9,Cartão de Crédito,2,1,59.8
CUST-04988,2024-07-02,Basic,29.9,17,9,Pix,15,0,448.5
CUST-04989,2024-09-29,Pro,79.9,0,4,Pix,3,1,239.7
CUST-04990,2024-05-25,Pro,79.9,3,0,Boleto,21,0,1677.9
CUST-04991,2024-05-27,Pro,79.9,3,5,Cartão de Crédito,7,1,559.3
CUST-04992,2024-04-02,Enterprise,249.9,23,9,Cartão de Crédito,17,0,4248.3
CUST-04993,2025-03-25,Pro,79.9,6,1,Pix,22,0,1757.8
CUST-04994,2024-10-04,Enterprise,249.9,8,6,Pix,24,0,5997.6
CUST-04995,2024-12-18,Pro,79.9,4,9,Boleto,12,1,958.8
CUST-04996,2024-12-15,Enterprise,249.9,21,7,Cartão de Crédito,19,0,4748.1
CUST-04997,2025-08-30,Basic,29.9,26,7,Pix,15,0,448.5
CUST-04998,2024-09-24,Enterprise,249.9,5,3,Pix,23,0,5747.7
CUST-04999,2024-07-28,Pro,79.9,1,7,Boleto,9,1,719.1
CUST-05000,2025-09-03,Basic,29.9,25,3,Boleto,18,0,538.2
CUST-05001,2024-07-17,Pro,79.9,28,5,Cartão de Crédito,21,0,1677.9
CUST-05002,2024-05-20,Basic,29.9,30,4,Boleto,24,0,717.6
CUST-05003,2025-08-14,Basic,29.9,6,3,Cartão de Crédito,24,0,717.6
CUST-05004,2025-10-21,Pro,79.9,6,0,Pix,22,0,1757.8
CUST-05005,2024-04-28,Pro,79.9,10,0,Boleto,21,0,1677.9
CUST-05006,2024-10-15,Basic,29.9,16,7,Pix,17,0,508.3
CUST-05007,2025-02-28,Pro,79.9,5,4,Cartão de Crédito,17,0,1358.3
CUST-05008,2025-08-30,Basic,29.9,24,7,Pix,4,1,119.6
CUST-05009,2025-04-12,Enterprise,249.9,11,3,Cartão de Crédito,6,1,1499.4
CUST-05010,2025-12-30,Enterprise,249.9,23,9,Pix,4,1,999.6
CUST-05011,2025-07-22,Basic,29.9,4,9,Cartão de Crédito,1,1,29.9
CUST-05012,2025-11-03,Basic,29.9,17,10,Cartão de Crédito,21,0,627.9
CUST-05013,2024-03-17,Pro,79.9,11,10,Boleto,23,0,1837.7
CUST-05014,2025-05-19,Pro,79.9,22,5,Pix,16,0,1278.4
CUST-05015,2024-08-06,Pro,79.9,3,2,Cartão de Crédito,24,0,1917.6
CUST-05016,2025-09-14,Basic,29.9,15,0,Boleto,21,0,627.9
CUST-05017,2024-05-11,Pro,79.9,28,10,Pix,20,0,1598.0
CUST-05018,2024-02-12,Pro,79.9,19,4,Pix,20,0,1598.0
CUST-05019,2024-03-09,Pro,79.9,6,0,Cartão de Crédito,20,0,1598.0
CUST-05020,2024-10-27,Enterprise,249.9,21,5,Cartão de Crédito,23,0,5747.7
CUST-05021,2025-03-01,Pro,79.9,7,9,Cartão de Crédito,11,1,878.9
CUST-05022,2024-09-10,Enterprise,249.9,5,5,Cartão de Crédito,23,0,5747.7
CUST-05023,2024-09-08,Pro,79.9,25,3,Pix,17,0,1358.3
CUST-05024,2025-04-08,Enterprise,249.9,28,8,Pix,10,1,2499.0
CUST-05025,2025-10-26,Basic,29.9,6,8,Boleto,22,0,657.8
CUST-05026,2024-06-29,Pro,79.9,9,3,Cartão de Crédito,21,0,1677.9
CUST-05027,2024-08-23,Basic,29.9,8,10,Boleto,12,1,358.8
CUST-05028,2024-02-18,Pro,79.9,22,2,Cartão de Crédito,21,0,1677.9
CUST-05029,2024-02-24,Basic,29.9,6,7,Pix,22,0,657.8
CUST-05030,2025-07-19,Enterprise,249.9,1,0,Cartão de Crédito,16,0,3998.4
CUST-05031,2024-08-02,Basic,29.9,15,9,Cartão de Crédito,6,1,179.4
CUST-05032,2024-09-09,Pro,79.9,17,5,Cartão de Crédito,14,0,1118.6
CUST-05033,2025-03-20,Basic,29.9,6,2,Pix,7,1,209.3
CUST-05034,2025-07-20,Basic,29.9,5,5,Cartão de Crédito,17,0,508.3
CUST-05035,2024-05-27,Pro,79.9,2,3,Cartão de Crédito,22,0,1757.8
CUST-05036,2025-01-13,Basic,29.9,18,5,Cartão de Crédito,21,0,627.9
CUST-05037,2025-04-05,Enterprise,249.9,0,2,Pix,10,1,2499.0
CUST-05038,2024-06-15,Basic,29.9,11,3,Cartão de Crédito,17,0,508.3
CUST-05039,2024-02-09,Enterprise,249.9,10,10,Boleto,8,1,1999.2
CUST-05040,2024-01-29,Pro,79.9,5,5,Pix,23,0,1837.7
CUST-05041,2024-03-18,Basic,29.9,22,10,Cartão de Crédito,11,1,328.9
CUST-05042,2025-06-09,Enterprise,249.9,17,1,Boleto,20,0,4998.0
CUST-05043,2025-11-13,Enterprise,249.9,28,0,Pix,17,0,4248.3
CUST-05044,2024-07-08,Enterprise,249.9,8,10,Boleto,20,0,4998.0
CUST-05045,2025-07-22,Basic,29.9,28,9,Boleto,6,1,179.4
CUST-05046,2025-08-16,Enterprise,249.9,22,4,Boleto,22,0,5497.8
CUST-05047,2025-12-24,Enterprise,249.9,22,8,Boleto,23,0,5747.7
CUST-05048,2025-06-23,Enterprise,249.9,12,2,Pix,15,0,3748.5
CUST-05049,2024-09-06,Pro,79.9,18,8,Pix,9,1,719.1
CUST-05050,2024-12-25,Enterprise,249.9,8,6,Pix,15,0,3748.5
CUST-05051,2025-12-24,Pro,79.9,13,4,Boleto,24,0,1917.6
CUST-05052,2025-06-13,Pro,79.9,7,5,Pix,21,0,1677.9
CUST-05053,2025-05-16,Pro,79.9,14,6,Pix,11,1,878.9
CUST-05054,2024-05-12,Enterprise,249.9,18,9,Pix,8,1,1999.2
CUST-05055,2024-06-07,Basic,29.9,18,2,Cartão de Crédito,16,0,478.4
CUST-05056,2025-03-09,Pro,79.9,30,4,Cartão de Crédito,10,1,799.0
CUST-05057,2025-07-30,Basic,29.9,3,0,Pix,11,1,328.9
CUST-05058,2024-11-24,Basic,29.9,22,10,Pix,12,1,358.8
CUST-05059,2025-03-04,Pro,79.9,4,6,Cartão de Crédito,5,1,399.5
CUST-05060,2025-10-03,Pro,79.9,20,6,Boleto,3,1,239.7
CUST-05061,2025-11-23,Basic,29.9,27,1,Boleto,14,0,418.6
CUST-05062,2025-08-24,Pro,79.9,4,7,Pix,10,1,799.0
CUST-05063,2025-07-11,Enterprise,249.9,20,5,Boleto,14,0,3498.6
CUST-05064,2025-10-03,Basic,29.9,24,2,Boleto,23,0,687.7
CUST-05065,2024-12-17,Pro,79.9,9,0,Pix,13,0,1038.7
CUST-05066,2025-06-19,Basic,29.9,23,9,Cartão de Crédito,23,0,687.7
CUST-05067,2024-11-26,Pro,79.9,3,9,Cartão de Crédito,12,1,958.8
CUST-05068,2024-05-08,Enterprise,249.9,5,8,Boleto,3,1,749.7
CUST-05069,2024-08-18,Enterprise,249.9,13,3,Boleto,19,0,4748.1
CUST-05070,2024-09-06,Enterprise,249.9,16,5,Cartão de Crédito,17,0,4248.3
CUST-05071,2024-03-21,Basic,29.9,11,3,Cartão de Crédito,14,0,418.6
CUST-05072,2025-12-22,Pro,79.9,10,7,Cartão de Crédito,16,0,1278.4
CUST-05073,2024-03-07,Pro,79.9,20,1,Cartão de Crédito,14,0,1118.6
CUST-05074,2025-08-24,Pro,79.9,11,2,Boleto,23,0,1837.7
CUST-05075,2024-11-21,Basic,29.9,24,2,Cartão de Crédito,23,0,687.7
CUST-05076,2025-07-18,Basic,29.9,5,6,Pix,19,0,568.1
CUST-05077,2025-03-10,Enterprise,249.9,3,5,Cartão de Crédito,8,1,1999.2
CUST-05078,2025-01-10,Basic,29.9,17,3,Cartão de Crédito,14,0,418.6
CUST-05079,2025-12-19,Basic,29.9,18,3,Boleto,15,0,448.5
CUST-05080,2024-01-30,Enterprise,249.9,3,1,Pix,18,0,4498.2
CUST-05081,2025-12-10,Basic,29.9,4,10,Boleto,10,1,299.0
CUST-05082,2024-05-11,Enterprise,249.9,28,6,Cartão de Crédito,9,1,2249.1
CUST-05083,2025-02-26,Pro,79.9,12,4,Boleto,9,1,719.1
CUST-05084,2024-03-25,Basic,29.9,24,7,Boleto,5,1,149.5
CUST-05085,2024-09-08,Basic,29.9,7,7,Boleto,15,0,448.5
CUST-05086,2025-12-02,Basic,29.9,22,3,Boleto,15,0,448.5
CUST-05087,2024-03-27,Enterprise,249.9,23,0,Pix,16,0,3998.4
CUST-05088,2025-09-14,Enterprise,249.9,18,3,Boleto,16,0,3998.4
CUST-05089,2024-12-23,Basic,29.9,3,9,Cartão de Crédito,9,1,269.1
CUST-05090,2024-08-11,Basic,29.9,18,6,Boleto,9,1,269.1
CUST-05091,2025-11-05,Enterprise,249.9,22,3,Pix,18,0,4498.2
CUST-05092,2024-04-17,Basic,29.9,15,1,Boleto,5,1,149.5
CUST-05093,2024-05-03,Enterprise,249.9,18,4,Pix,17,0,4248.3
CUST-05094,2024-03-31,Pro,79.9,6,7,Pix,2,1,159.8
CUST-05095,2025-02-03,Enterprise,249.9,28,0,Pix,22,0,5497.8
CUST-05096,2025-05-04,Enterprise,249.9,13,2,Cartão de Crédito,22,0,5497.8
CUST-05097,2024-04-20,Basic,29.9,18,3,Cartão de Crédito,22,0,657.8
CUST-05098,2025-11-04,Enterprise,249.9,3,4,Cartão de Crédito,6,1,1499.4
CUST-05099,2025-04-23,Enterprise,249.9,29,4,Boleto,16,0,3998.4
CUST-05100,2024-04-17,Enterprise,249.9,29,10,Boleto,21,0,5247.9
CUST-05101,2024-02-18,Pro,79.9,11,6,Cartão de Crédito,4,1,319.6
CUST-05102,2024-06-23,Pro,79.9,0,5,Boleto,12,1,958.8
CUST-05103,2025-12-27,Enterprise,249.9,21,9,Boleto,21,0,5247.9
CUST-05104,2025-06-28,Pro,79.9,4,7,Cartão de Crédito,6,1,479.4
CUST-05105,2025-04-25,Pro,79.9,4,5,Cartão de Crédito,1,1,79.9
CUST-05106,2024-08-02,Enterprise,249.9,16,6,Cartão de Crédito,11,1,2748.9
CUST-05107,2024-10-30,Enterprise,249.9,11,7,Cartão de Crédito,3,1,749.7
CUST-05108,2025-01-16,Basic,29.9,4,3,Boleto,22,0,657.8
CUST-05109,2025-12-21,Enterprise,249.9,1,9,Pix,1,1,249.9
CUST-05110,2024-10-14,Pro,79.9,30,4,Boleto,16,0,1278.4
CUST-05111,2025-04-21,Enterprise,249.9,2,9,Pix,7,1,1749.3
CUST-05112,2025-09-30,Basic,29.9,2,3,Cartão de Crédito,16,0,478.4
CUST-05113,2024-09-30,Pro,79.9,18,10,Cartão de Crédito,20,0,1598.0
CUST-05114,2025-07-01,Pro,79.9,4,7,Boleto,6,1,479.4
CUST-05115,2025-11-23,Pro,79.9,11,6,Pix,4,1,319.6
CUST-05116,2025-11-30,Basic,29.9,2,4,Pix,13,0,388.7
CUST-05117,2025-01-19,Enterprise,249.9,22,6,Boleto,4,1,999.6
CUST-05118,2025-09-16,Pro,79.9,1,1,Pix,16,0,1278.4
CUST-05119,2024-09-18,Pro,79.9,14,9,Boleto,19,0,1518.1
CUST-05120,2025-03-21,Basic,29.9,25,0,Boleto,14,0,418.6
CUST-05121,2025-01-07,Pro,79.9,20,10,Boleto,15,0,1198.5
CUST-05122,2025-07-16,Enterprise,249.9,5,0,Boleto,7,1,1749.3
CUST-05123,2024-12-16,Pro,79.9,12,10,Cartão de Crédito,15,0,1198.5
CUST-05124,2024-10-16,Basic,29.9,27,8,Pix,3,1,89.7
CUST-05125,2024-06-24,Pro,79.9,0,4,Pix,1,1,79.9
CUST-05126,2024-08-17,Basic,29.9,29,9,Boleto,18,0,538.2
CUST-05127,2025-10-26,Enterprise,249.9,26,10,Cartão de Crédito,21,0,5247.9
CUST-05128,2025-12-09,Pro,79.9,29,1,Cartão de Crédito,20,0,1598.0
CUST-05129,2025-05-14,Enterprise,249.9,8,7,Pix,16,0,3998.4
CUST-05130,2025-03-29,Basic,29.9,11,9,Pix,24,0,717.6
CUST-05131,2025-04-29,Pro,79.9,24,7,Boleto,13,0,1038.7
CUST-05132,2024-12-23,Enterprise,249.9,4,1,Boleto,9,1,2249.1
CUST-05133,2025-04-15,Basic,29.9,4,2,Cartão de Crédito,9,1,269.1
CUST-05134,2024-09-22,Basic,29.9,29,9,Pix,10,1,299.0
CUST-05135,2025-03-27,Enterprise,249.9,7,0,Cartão de Crédito,24,0,5997.6
CUST-05136,2025-10-31,Basic,29.9,27,4,Cartão de Crédito,18,0,538.2
CUST-05137,2024-11-12,Enterprise,249.9,7,10,Pix,1,1,249.9
CUST-05138,2024-04-28,Enterprise,249.9,22,2,Pix,19,0,4748.1
CUST-05139,2024-12-15,Basic,29.9,0,1,Pix,15,0,448.5
CUST-05140,2025-03-23,Pro,79.9,15,8,Boleto,18,0,1438.2
CUST-05141,2024-11-16,Enterprise,249.9,21,3,Boleto,15,0,3748.5
CUST-05142,2024-05-05,Basic,29.9,25,8,Boleto,8,1,239.2
CUST-05143,2025-04-18,Basic,29.9,14,9,Cartão de Crédito,22,0,657.8
CUST-05144,2024-07-24,Enterprise,249.9,19,10,Cartão de Crédito,11,1,2748.9
CUST-05145,2025-12-24,Basic,29.9,12,2,Cartão de Crédito,19,0,568.1
CUST-05146,2024-06-11,Pro,79.9,21,10,Pix,23,0,1837.7
CUST-05147,2024-11-21,Enterprise,249.9,29,1,Cartão de Crédito,24,0,5997.6
CUST-05148,2024-01-15,Enterprise,249.9,23,1,Cartão de Crédito,15,0,3748.5
CUST-05149,2024-05-21,Basic,29.9,1,2,Boleto,12,1,358.8
CUST-05150,2025-07-09,Pro,79.9,4,2,Boleto,24,0,1917.6
CUST-05151,2025-03-07,Pro,79.9,0,1,Cartão de Crédito,20,0,1598.0
CUST-05152,2025-02-16,Enterprise,249.9,15,8,Pix,7,1,1749.3
CUST-05153,2025-08-08,Pro,79.9,20,4,Cartão de Crédito,20,0,1598.0
CUST-05154,2024-01-29,Enterprise,249.9,6,7,Cartão de Crédito,11,1,2748.9
CUST-05155,2024-08-08,Basic,29.9,23,6,Pix,11,1,328.9
CUST-05156,2025-03-15,Pro,79.9,28,7,Pix,21,0,1677.9
CUST-05157,2024-03-17,Pro,79.9,23,2,Cartão de Crédito,19,0,1518.1
CUST-05158,2024-07-22,Basic,29.9,8,8,Boleto,17,0,508.3
CUST-05159,2025-07-09,Basic,29.9,17,7,Cartão de Crédito,6,1,179.4
CUST-05160,2025-01-06,Pro,79.9,10,8,Boleto,21,0,1677.9
CUST-05161,2024-03-10,Basic,29.9,0,8,Boleto,1,1,29.9
CUST-05162,2024-05-02,Enterprise,249.9,23,9,Pix,22,0,5497.8
CUST-05163,2025-06-04,Enterprise,249.9,6,0,Cartão de Crédito,23,0,5747.7
CUST-05164,2024-09-22,Pro,79.9,0,3,Pix,7,1,559.3
CUST-05165,2025-10-23,Pro,79.9,4,5,Pix,10,1,799.0
CUST-05166,2024-04-12,Pro,79.9,3,3,Cartão de Crédito,17,0,1358.3
CUST-05167,2025-08-30,Pro,79.9,25,3,Boleto,13,0,1038.7
CUST-05168,2025-04-03,Pro,79.9,16,1,Cartão de Crédito,1,1,79.9
CUST-05169,2025-09-02,Basic,29.9,9,0,Pix,11,1,328.9
CUST-05170,2025-01-20,Basic,29.9,10,2,Pix,24,0,717.6
CUST-05171,2024-02-28,Enterprise,249.9,29,6,Pix,16,0,3998.4
CUST-05172,2025-01-28,Enterprise,249.9,28,3,Cartão de Crédito,23,0,5747.7
CUST-05173,2024-08-01,Pro,79.9,27,8,Boleto,12,1,958.8
CUST-05174,2025-03-04,Enterprise,249.9,18,2,Pix,16,0,3998.4
CUST-05175,2024-01-03,Enterprise,249.9,20,6,Cartão de Crédito,17,0,4248.3
CUST-05176,2024-09-17,Basic,29.9,29,3,Pix,17,0,508.3
CUST-05177,2024-10-19,Basic,29.9,2,4,Cartão de Crédito,9,1,269.1
CUST-05178,2024-06-24,Enterprise,249.9,17,7,Cartão de Crédito,21,0,5247.9
CUST-05179,2024-02-10,Basic,29.9,19,3,Boleto,20,0,598.0
CUST-05180,2024-08-12,Pro,79.9,13,9,Pix,3,1,239.7
CUST-05181,2024-12-04,Basic,29.9,17,5,Cartão de Crédito,16,0,478.4
CUST-05182,2024-06-12,Enterprise,249.9,29,0,Pix,24,0,5997.6
CUST-05183,2024-02-21,Pro,79.9,28,1,Pix,18,0,1438.2
CUST-05184,2024-07-21,Basic,29.9,28,9,Cartão de Crédito,2,1,59.8
CUST-05185,2025-02-12,Basic,29.9,13,6,Cartão de Crédito,9,1,269.1
CUST-05186,2024-10-24,Enterprise,249.9,15,2,Boleto,16,0,3998.4
CUST-05187,2024-01-22,Pro,79.9,16,7,Cartão de Crédito,16,0,1278.4
CUST-05188,2025-08-02,Enterprise,249.9,13,2,Pix,11,1,2748.9
CUST-05189,2025-10-06,Basic,29.9,28,6,Boleto,10,1,299.0
CUST-05190,2025-02-22,Enterprise,249.9,5,8,Cartão de Crédito,24,0,5997.6
CUST-05191,2025-01-27,Basic,29.9,27,6,Boleto,16,0,478.4
CUST-05192,2024-10-28,Pro,79.9,30,5,Cartão de Crédito,7,1,559.3
CUST-05193,2024-07-12,Enterprise,249.9,5,8,Cartão de Crédito,24,0,5997.6
CUST-05194,2024-12-11,Basic,29.9,25,1,Cartão de Crédito,19,0,568.1
CUST-05195,2024-03-26,Enterprise,249.9,10,3,Cartão de Crédito,13,0,3248.7
CUST-05196,2024-02-15,Pro,79.9,26,5,Pix,19,0,1518.1
CUST-05197,2025-09-20,Pro,79.9,6,6,Pix,24,0,1917.6
CUST-05198,2024-02-24,Basic,29.9,5,10,Pix,10,1,299.0
CUST-05199,2024-06-09,Pro,79.9,25,10,Cartão de Crédito,11,1,878.9
CUST-05200,2025-02-04,Pro,79.9,30,10,Cartão de Crédito,13,0,1038.7
CUST-05201,2025-02-28,Basic,29.9,19,4,Cartão de Crédito,16,0,478.4
CUST-05202,2025-07-05,Enterprise,249.9,8,8,Pix,11,1,2748.9
CUST-05203,2025-11-20,Basic,29.9,30,6,Boleto,13,0,388.7
CUST-05204,2025-06-08,Pro,79.9,11,8,Pix,14,0,1118.6
CUST-05205,2024-08-22,Enterprise,249.9,16,7,Boleto,12,1,2998.8
CUST-05206,2024-11-05,Enterprise,249.9,26,6,Boleto,23,0,5747.7
CUST-05207,2024-07-29,Pro,79.9,22,3,Cartão de Crédito,15,0,1198.5
CUST-05208,2024-05-14,Enterprise,249.9,27,0,Boleto,17,0,4248.3
CUST-05209,2024-03-19,Enterprise,249.9,12,4,Cartão de Crédito,23,0,5747.7
CUST-05210,2025-11-06,Enterprise,249.9,12,2,Cartão de Crédito,19,0,4748.1
CUST-05211,2024-11-29,Pro,79.9,4,6,Cartão de Crédito,4,1,319.6
CUST-05212,2024-06-03,Basic,29.9,16,1,Pix,21,0,627.9
CUST-05213,2025-12-12,Pro,79.9,4,4,Boleto,20,0,1598.0
CUST-05214,2025-06-16,Basic,29.9,11,9,Boleto,5,1,149.5
CUST-05215,2024-02-14,Enterprise,249.9,28,1,Pix,24,0,5997.6
CUST-05216,2024-05-15,Pro,79.9,7,8,Pix,3,1,239.7
CUST-05217,2025-10-08,Basic,29.9,30,2,Boleto,12,1,358.8
CUST-05218,2025-03-25,Pro,79.9,9,1,Cartão de Crédito,17,0,1358.3
CUST-05219,2024-10-06,Pro,79.9,15,8,Boleto,20,0,1598.0
CUST-05220,2025-04-18,Pro,79.9,20,9,Cartão de Crédito,20,0,1598.0
CUST-05221,2025-06-07,Pro,79.9,26,1,Cartão de Crédito,13,0,1038.7
CUST-05222,2024-04-23,Pro,79.9,23,9,Boleto,16,0,1278.4
CUST-05223,2024-01-09,Basic,29.9,1,3,Boleto,17,0,508.3
CUST-05224,2025-08-08,Enterprise,249.9,20,10,Pix,24,0,5997.6
CUST-05225,2025-12-01,Basic,29.9,23,0,Pix,14,0,418.6
CUST-05226,2025-12-15,Pro,79.9,28,7,Cartão de Crédito,24,0,1917.6
CUST-05227,2024-09-12,Enterprise,249.9,5,3,Cartão de Crédito,1,1,249.9
CUST-05228,2025-10-26,Enterprise,249.9,0,10,Pix,2,1,499.8
CUST-05229,2025-05-27,Pro,79.9,19,3,Pix,13,0,1038.7
CUST-05230,2024-05-21,Enterprise,249.9,12,1,Boleto,21,0,5247.9
CUST-05231,2024-01-17,Enterprise,249.9,24,5,Boleto,14,0,3498.6
CUST-05232,2025-09-30,Basic,29.9,6,10,Cartão de Crédito,7,1,209.3
CUST-05233,2024-10-05,Basic,29.9,2,4,Boleto,7,1,209.3
CUST-05234,2025-12-02,Basic,29.9,26,6,Pix,15,0,448.5
CUST-05235,2025-08-08,Enterprise,249.9,19,3,Cartão de Crédito,13,0,3248.7
CUST-05236,2024-07-25,Enterprise,249.9,27,8,Boleto,11,1,2748.9
CUST-05237,2025-07-15,Basic,29.9,25,7,Cartão de Crédito,12,1,358.8
CUST-05238,2025-11-04,Pro,79.9,1,0,Cartão de Crédito,23,0,1837.7
CUST-05239,2024-12-13,Pro,79.9,8,2,Boleto,16,0,1278.4
CUST-05240,2024-05-12,Basic,29.9,23,4,Pix,14,0,418.6
CUST-05241,2024-12-07,Pro,79.9,2,8,Cartão de Crédito,20,0,1598.0
CUST-05242,2025-02-24,Basic,29.9,9,2,Pix,1,1,29.9
CUST-05243,2025-01-14,Pro,79.9,0,2,Pix,7,1,559.3
CUST-05244,2025-12-04,Pro,79.9,15,10,Boleto,16,0,1278.4
CUST-05245,2024-10-19,Basic,29.9,19,3,Cartão de Crédito,15,0,448.5
CUST-05246,2024-12-04,Pro,79.9,28,5,Pix,17,0,1358.3
CUST-05247,2025-08-12,Enterprise,249.9,20,9,Boleto,5,1,1249.5
CUST-05248,2024-02-29,Basic,29.9,25,10,Cartão de Crédito,16,0,478.4
CUST-05249,2025-10-21,Pro,79.9,26,5,Pix,14,0,1118.6
CUST-05250,2024-01-17,Basic,29.9,10,10,Cartão de Crédito,21,0,627.9
CUST-05251,2025-02-18,Enterprise,249.9,9,10,Cartão de Crédito,5,1,1249.5
CUST-05252,2024-10-23,Enterprise,249.9,24,2,Boleto,1,1,249.9
CUST-05253,2024-02-08,Pro,79.9,29,7,Pix,13,0,1038.7
CUST-05254,2025-01-16,Basic,29.9,4,7,Pix,1,1,29.9
CUST-05255,2024-04-19,Enterprise,249.9,4,7,Boleto,5,1,1249.5
CUST-05256,2024-08-29,Basic,29.9,0,2,Boleto,20,0,598.0
CUST-05257,2024-04-28,Basic,29.9,28,6,Cartão de Crédito,9,1,269.1
CUST-05258,2025-01-13,Pro,79.9,5,8,Boleto,4,1,319.6
CUST-05259,2024-06-22,Enterprise,249.9,8,5,Cartão de Crédito,13,0,3248.7
CUST-05260,2024-05-12,Pro,79.9,26,7,Boleto,1,1,79.9
CUST-05261,2024-07-28,Enterprise,249.9,15,4,Pix,21,0,5247.9
CUST-05262,2024-01-26,Basic,29.9,10,5,Pix,24,0,717.6
CUST-05263,2025-09-06,Basic,29.9,14,5,Pix,23,0,687.7
CUST-05264,2025-04-09,Enterprise,249.9,20,4,Pix,16,0,3998.4
CUST-05265,2025-07-21,Enterprise,249.9,5,7,Cartão de Crédito,20,0,4998.0
CUST-05266,2024-01-13,Pro,79.9,0,2,Pix,2,1,159.8
CUST-05267,2025-10-10,Basic,29.9,4,2,Pix,10,1,299.0
CUST-05268,2025-03-20,Basic,29.9,7,3,Pix,19,0,568.1
CUST-05269,2024-11-29,Pro,79.9,7,4,Boleto,15,0,1198.5
CUST-05270,2024-09-11,Pro,79.9,2,0,Boleto,19,0,1518.1
CUST-05271,2024-08-18,Pro,79.9,30,5,Cartão de Crédito,15,0,1198.5
CUST-05272,2025-05-19,Basic,29.9,9,10,Boleto,18,0,538.2
CUST-05273,2025-03-31,Pro,79.9,14,7,Pix,10,1,799.0
CUST-05274,2024-09-22,Pro,79.9,11,7,Pix,20,0,1598.0
CUST-05275,2025-02-07,Basic,29.9,4,10,Boleto,11,1,328.9
CUST-05276,2025-09-25,Basic,29.9,14,4,Cartão de Crédito,14,0,418.6
CUST-05277,2024-09-04,Pro,79.9,12,5,Pix,15,0,1198.5
CUST-05278,2025-08-24,Pro,79.9,6,2,Boleto,14,0,1118.6
CUST-05279,2024-06-05,Pro,79.9,6,1,Pix,18,0,1438.2
CUST-05280,2025-11-27,Pro,79.9,0,0,Boleto,21,0,1677.9
CUST-05281,2024-02-25,Basic,29.9,28,1,Cartão de Crédito,18,0,538.2
CUST-05282,2024-10-03,Pro,79.9,1,10,Boleto,13,0,1038.7
CUST-05283,2024-11-26,Basic,29.9,4,10,Boleto,6,1,179.4
CUST-05284,2024-11-02,Basic,29.9,23,9,Cartão de Crédito,18,0,538.2
CUST-05285,2024-09-02,Enterprise,249.9,1,0,Pix,12,1,2998.8
CUST-05286,2025-07-27,Enterprise,249.9,16,10,Pix,1,1,249.9
CUST-05287,2024-03-22,Basic,29.9,27,7,Boleto,20,0,598.0
